Altium Designer Pick and Place Locations
C:\Users\ga92wum\git\UltraZohm\PCB\ultrazohm_analog_ltc2311-16_3vxx\Project Outputs for UltraZohm_ADC\Pick Place\PickPlace_UltraZohm_ADC_3v03.txt

========================================================================================================================
File Design Information:

Date:       02.09.20
Time:       14:27
Revision:   d5eed3943e3132ee1038f8a329ef5cd36d6f5345
Variant:    Buffer Single Clock Pair
Units used: mm

Designator Footprint                     Center-X(mm) Center-Y(mm) Ref-X(mm) Ref-Y(mm) Pad-X(mm) Pad-Y(mm) Rotation Comment              
R30A       RESC1608X06N                  88.8870      29.4640      88.8870   29.4640   89.6620   29.4640   180      "1k, 0.1%"           
R29B       RESC1608X06N                  80.2640      54.1630      80.2640   54.1630   81.0390   54.1630   180      "1k, 0.1%"           
R29A       RESC1608X06N                  80.2510      17.0180      80.2510   17.0180   81.0260   17.0180   180      "1k, 0.1%"           
R23B       RESC1608X06N                  88.9000      65.2120      88.9000   65.2120   88.1250   65.2120   360      "1k, 0.1%"           
R23A       RESC1608X06N                  88.8870      28.1940      88.8870   28.1940   88.1120   28.1940   360      "1k, 0.1%"           
R17B       RESC1608X06N                  80.2640      52.6390      80.2640   52.6390   81.0390   52.6390   180      "1k, 0.1%"           
R17A       RESC1608X06N                  80.2510      15.4940      80.2510   15.4940   81.0260   15.4940   180      "1k, 0.1%"           
R20B       RESC1608X06N                  88.9000      63.9420      88.9000   63.9420   89.6750   63.9420   180      "1k, 0.1%"           
R20A       RESC1608X06N                  88.8870      26.9240      88.8870   26.9240   89.6620   26.9240   180      "1k, 0.1%"           
R56        RESC1608X06N                  120.1166     87.7570      120.1166  87.7570   120.1166  88.5320   270      6.04k                
R55        RESC1608X06N                  112.4712     87.7570      112.4712  87.7570   112.4712  88.5320   270      24.9k                
L4         WE-CBF_0805_HIGH_CURRENT      4.5720       69.1079      4.5720    69.1079   3.2720    69.1079   360      600O                 
L3         WE-CBF_0805_HIGH_CURRENT      26.1620      5.5880       26.1620   5.5880    26.1620   4.2880    90       600O                 
L2         SMT_INDUCTOR_1050_PERFORMANCE 14.7320      10.4140      14.7320   10.4140   18.7320   10.4140   270      150µH                
L1         WE-CBF_0805_HIGH_CURRENT      11.1760      27.9400      11.1760   27.9400   9.8760    27.9400   360      600O                 
D1         DIOM4227X23N                  19.5350      19.0760      19.5580   19.0500   19.5350   17.1960   90       BYS12-90             
D4         WL-SMCW_0603                  123.9266     90.8050      123.9266  90.8050   123.9266  91.6050   270      150060RS75000        
D3         WL-SMCW_0603                  120.1166     90.8050      120.1166  90.8050   120.1166  91.6050   270      150060GS75000        
D2         WL-SMCW_0603                  112.4712     90.8050      112.4712  90.8050   112.4712  91.6050   270      150060BS75000        
C26        C_1206                        84.2750      9.3726       84.2750   9.3726    82.8250   9.3726    180      10µF                 
C25        CAPC1608X07N                  85.0640      11.5316      85.0640   11.5316   85.8390   11.5316   180      100nF                
C22        CAPC1608X07N                  130.1750     18.7960      130.1750  18.7960   130.1750  18.0210   90       100nF                
C21        CAPC1608X07N                  130.1750     11.1760      130.1750  11.1760   130.1750  10.4010   90       100nF                
C20        WCAP-ASLI_5x5.5               122.6696     11.4608      122.6696  11.4608   122.6696  9.2608    90       "100uF, 6.3V"        
C19        WCAP-ASLI_5x5.5               4.7752       6.5532       4.7752    6.5532    4.7752    4.3532    90       "100uF, 6.3V"        
C18        C_1206                        4.5720       80.2839      4.5720    80.2839   3.1220    80.2839   180      10µF                 
C17        CAPC1608X07N                  4.8260       78.2519      4.8260    78.2519   5.6010    78.2519   180      100nF                
C16        CAPC1608X07N                  5.0800       73.1719      5.0800    73.1719   5.8550    73.1719   180      100nF                
C15        C_1206                        4.5720       71.1399      4.5720    71.1399   3.1220    71.1399   180      10µF                 
C14        C_1206                        31.7500      14.2240      31.7500   14.2240   33.2000   14.2240   0        10µF                 
C13        CAPC1608X07N                  31.7500      12.1920      31.7500   12.1920   30.9750   12.1920   360      100nF                
C12        CAPC1608X07N                  30.4800      5.5880       30.4800   5.5880    30.4800   6.3630    270      100nF                
C11        C_1206                        28.4480      5.5880       28.4480   5.5880    28.4480   4.1380    270      10µF                 
C10        CAPC1608X07N                  22.8600      23.8640      22.8600   23.8640   22.8600   23.0890   90       100nF                
C9         C_1206                        12.7000      18.2880      12.7000   18.2880   12.7000   19.7380   90       10µF                 
C8         C_1206                        10.1600      18.2880      10.1600   18.2880   10.1600   19.7380   90       10µF                 
